Statement,Link,Date,Source,Label,category
"HR 1 will allow members of Congress to draw a second salary “worth an estimated $600,000 per year!”",https://www.politifact.com/factchecks/2021/feb/25/act-america/group-makes-bogus-attack-hr-1-over-congressional-s/,"uary 25, 2021",Act for America,FALSE,fake
Says a video captures sound from the surface of Mars,https://www.politifact.com/factchecks/2021/feb/25/facebook-posts/mars-clip-was-taken-2019-panoramic-image-and-doesn/,"uary 25, 2021",Facebook posts,FALSE,fake
"“Just for the record, the Biden Administration IS separating children and parents.”",https://www.politifact.com/factchecks/2021/feb/25/glenn-beck/no-biden-not-separating-families-entering-country/,"uary 25, 2021",Glenn Beck,FALSE,fake
"Says President Joe Biden canceled Trump’s “child sex ring operation, which saw thousands of arrests last year.”",https://www.politifact.com/factchecks/2021/feb/25/facebook-posts/no-biden-didnt-cancel-child-sex-ring-operation-sta/,"uary 25, 2021",Facebook posts,FALSE,fake
"Only Nancy Pelosi is “responsible for what happened at the Capitol” on Jan. 6, “security at the Capitol is her job.”",https://www.politifact.com/factchecks/2021/feb/25/facebook-posts/no-capitol-security-not-only-pelosis-responsibilit/,"uary 25, 2021",Facebook posts,barely-true,fake
Nancy Pelosi explains how Democrats demonize political opponents through the “wrap-up smear.”,https://www.politifact.com/factchecks/2021/feb/25/youtube-videos/misleading-video-takes-pelosi-out-context-smear-ta/,"uary 25, 2021",YouTube videos,pants-fire,fake
"Says Coca-Cola CEO James Quincey said, “A few right winged nuts won’t affect our bottom line.”",https://www.politifact.com/factchecks/2021/feb/24/facebook-posts/no-coca-colas-ceo-didnt-say-about-conservatives/,"uary 24, 2021",Facebook posts,FALSE,fake
"Says Joe Biden tweeted, “the way white people talk leaving minorities confused.”",https://www.politifact.com/factchecks/2021/feb/24/viral-image/no-joe-biden-didnt-tweet-about-coca-cola-and-minor/,"uary 24, 2021",Viral image,pants-fire,fake
"""The reality"" in Texas is that ""you’re flying helicopters, using fossil fuels, to put oil on wind turbines to defrost them.”",https://www.politifact.com/factchecks/2021/feb/24/lara-logan/fox-nation-hosts-unsupported-claim-helicopters-spr/,"uary 24, 2021",Lara Logan,FALSE,fake
"Photo shows “Earth, Venus and Jupiter as seen from Mars.”",https://www.politifact.com/factchecks/2021/feb/24/viral-image/no-isnt-real-photo-earth-venus-and-jupiter-mars/,"uary 24, 2021",Viral image,FALSE,fake
"“Oil is now $61.30 a barrel and rising drastically! On Jan. 5, it was about $25 a barrel.”",https://www.politifact.com/factchecks/2021/feb/24/facebook-posts/yes-oil-about-61-barrel-it-rose-about-50-jan-5-not/,"uary 24, 2021",Facebook posts,FALSE,fake
Facebook users can avoid “problems with your Facebook going against community standards” by changing your settings.,https://www.politifact.com/factchecks/2021/feb/24/facebook-posts/dont-waste-your-time-you-cant-block-facebooks-comm/,"uary 24, 2021",Facebook posts,pants-fire,fake
“Nancy Pelosi has invited all illegals to her mansion at 2724 Pacific Ave San Francisco CA.”,https://www.politifact.com/factchecks/2021/feb/24/viral-image/no-isnt-nancy-pelosis-house/,"uary 24, 2021",Viral image,FALSE,fake
"""There's no evidence that white supremacists were responsible for what happened on Jan. 6. That's a lie.”",https://www.politifact.com/factchecks/2021/feb/23/tucker-carlson/tucker-carlsons-false-claim-downplaying-role-white/,"uary 23, 2021",Tucker Carlson,FALSE,fake
“Joe Biden is handing our power grid to the Chinese Communist Party.”,https://www.politifact.com/factchecks/2021/feb/23/students-trump/no-biden-executive-order-did-not-allow-china-acces/,"uary 23, 2021",Students for Trump,FALSE,fake
“Monticello power plant just outside of Pittsburg TX has been closed since 2018 because of renewable energy.”,https://www.politifact.com/factchecks/2021/feb/23/viral-image/looking-why-coal-powered-closed-texas/,"uary 23, 2021",Viral image,barely-true,fake
"“Heidi Cruz, Ted’s wife, is managing director of Goldman Sachs. They oversee the Texas utilities.”",https://www.politifact.com/factchecks/2021/feb/23/facebook-posts/goldman-sachs-doesnt-oversee-texas-utilities/,"uary 23, 2021",Facebook posts,barely-true,fake
"The result of lockdowns “has been the destruction of millions of lives across America as well as increased deaths from suicide, substance abuse and despair without any corresponding benefit in Covid mortality.”",https://www.politifact.com/factchecks/2021/feb/23/ron-desantis/desantis-advances-questionable-link-between-lockdo/,"uary 23, 2021",Ron DeSantis,barely-true,fake
“Utah OFFICIALLY starts RECALL for Mitt Romney.”,https://www.politifact.com/factchecks/2021/feb/23/facebook-posts/no-utah-isnt-recalling-romney/,"uary 23, 2021",Facebook posts,FALSE,fake
Jill Biden was a teenage babysitter for Joe Biden’s family.,https://www.politifact.com/factchecks/2021/feb/22/viral-image/no-jill-biden-wasnt-teenage-babysitter-joe-bidens-/,"uary 22, 2021",Viral image,FALSE,fake
“Joe Biden’s Dept. of Energy Blocked Texas from Increasing Power Ahead of Killer Storm”,https://www.politifact.com/factchecks/2021/feb/22/infowars/biden-administration-did-not-block-texas-increasin/,"uary 22, 2021",Infowars,pants-fire,fake
"The science says “open the schools, stop wearing masks outside, and everyone at low risk should start living normal lives.""",https://www.politifact.com/factchecks/2021/feb/19/buck-sexton/conservative-talk-show-host-falsely-claims-science/,"uary 19, 2021",Buck Sexton,FALSE,fake
Says Joe Biden didn’t act in response to the emergency in Texas.,https://www.politifact.com/factchecks/2021/feb/19/facebook-posts/no-joe-biden-wasnt-silent-or-inactive-texas-freeze/,"uary 19, 2021",Facebook posts,FALSE,fake
"“If you make $50,000/year, $36 of your taxes goes to food stamps. $4,000 goes to corporate subsidies.”",https://www.politifact.com/factchecks/2021/feb/19/facebook-posts/facebook-post-misleads-about-tax-bill-breakdown/,"uary 19, 2021",Facebook posts,FALSE,fake
"Donald Trump's second impeachment ""cost $33 million.""",https://www.politifact.com/factchecks/2021/feb/19/facebook-posts/trumps-second-impeachment-did-not-cost-33-million/,"uary 19, 2021",Facebook posts,FALSE,fake
"Says Ted Cruz tweeted, “I’ll believe in climate change when Texas freezes over.”",https://www.politifact.com/factchecks/2021/feb/19/viral-image/no-ted-cruz-didnt-tweet-hed-believe-climate-change/,"uary 19, 2021",Viral image,FALSE,fake
The snow is government-generated or fake.,https://www.politifact.com/factchecks/2021/feb/19/facebook-posts/no-snow-isnt-government-generated-what-snowball-do/,"uary 19, 2021",Facebook posts,pants-fire,fake
Photo shows an ice mass hanging inside a Houston home during Texas winter storms.,https://www.politifact.com/factchecks/2021/feb/19/facebook-posts/no-indoor-ice-mass-photo-not-february-2021-texas-w/,"uary 19, 2021",Facebook posts,FALSE,fake
"""Our wind and our solar got shut down ... and that thrust Texas into this situation where it was lacking power at a statewide basis.”",https://www.politifact.com/factchecks/2021/feb/19/greg-abbott/fact-checking-texas-republicans-blackout-blame/,"uary 19, 2021",Greg Abbott,FALSE,fake
“FEMA is paying for hotel rooms!!!” for Texas winter storm victims.,https://www.politifact.com/factchecks/2021/feb/19/facebook-posts/no-fema-not-paying-hotel-rooms-winter-storm-victim/,"uary 19, 2021",Facebook posts,FALSE,fake
"“Nobody’s health is at risk right now” from PFAS contamination, as long as they are receiving bottled drinking water",https://www.politifact.com/factchecks/2021/feb/19/scott-manley/no-bottled-water-doesnt-solve-all-problems-residen/,"uary 19, 2021",Scott Manley,FALSE,fake
Says Joe Biden “helps build Afghanistan’s pipeline.”,https://www.politifact.com/factchecks/2021/feb/18/facebook-posts/no-biden-administration-not-helping-build-pipeline/,"uary 18, 2021",Facebook posts,FALSE,fake
"""If we kept (the minimum wage) indexed to inflation, people would be making $20 an hour right now.”",https://www.politifact.com/factchecks/2021/feb/18/joe-biden/joe-bidens-town-hall-mistake-about-inflation-index/,"uary 18, 2021",Joe Biden,FALSE,fake
Said Rep. Alexandria Ocasio-Cortez and her allies “blocked a resolution condemning anti-Semitism — which I passed unanimously in the Senate.”,https://www.politifact.com/factchecks/2021/feb/18/ted-cruz/ted-cruzs-misleading-attack-alexandria-ocasio-cort/,"uary 18, 2021",Ted Cruz,barely-true,fake
"“There is a consensus among economists left, right, and center… that we can’t spend too much” on COVID-19 relief.",https://www.politifact.com/factchecks/2021/feb/18/joe-biden/joe-biden-exaggerates-support-among-economists-his/,"uary 18, 2021",Joe Biden,barely-true,fake
“The United States was energy independent in 2019 for the first time since 1957. In just 10 days we are sent back 50 years.”,https://www.politifact.com/factchecks/2021/feb/18/facebook-posts/do-bidens-executive-orders-have-any-effect-us-ener/,"uary 18, 2021",Facebook posts,barely-true,fake
Says Joe Biden “will redirect the $30 billion” that Donald Trump “left for U.S. farmers to ‘climate change.’”,https://www.politifact.com/factchecks/2021/feb/18/facebook-posts/biden-would-move-some-ag-funds-climate-change-hed-/,"uary 18, 2021",Facebook posts,barely-true,fake
“Gov Roy Cooper does not consider Type 1 diabetes an under lying health issue!”,https://www.politifact.com/factchecks/2021/feb/18/billboard/how-are-cdc-north-carolina-treating-type-1-diabete/,"uary 17, 2021",Billboard,FALSE,fake
"""Schools are trying to make a law that teachers can see girls' private parts to make sure they're not trans.""",https://www.politifact.com/factchecks/2021/feb/17/tiktok-posts/popular-tiktok-posts-mislead-details-anti-transgen/,"uary 17, 2021",TikTok posts,barely-true,fake
"“Unbeknownst to most people, the Green New Deal came to Texas; the power grid in the state became totally reliant on windmills.”",https://www.politifact.com/factchecks/2021/feb/17/tucker-carlson/tucker-carlson-falsely-blames-green-new-deal-wind-/,"uary 17, 2021",Tucker Carlson,pants-fire,fake
"“For the first time in American history, if you're seeking asylum ... you can't do it from the United States. … You’ve got to seek asylum from abroad.”",https://www.politifact.com/factchecks/2021/feb/17/joe-biden/fact-checking-joe-bidens-claim-about-people-having/,"uary 17, 2021",Joe Biden,barely-true,fake
“Too many dead people voted” in Michigan,https://www.politifact.com/factchecks/2021/feb/16/mike-shirkey/michigan-senate-gop-leader-shirkey-falsely-claims-/,"uary 16, 2021",Mike Shirkey,FALSE,fake
“Biden signs 45% capital gains tax. Kiss your inheritance goodbye.”,https://www.politifact.com/factchecks/2021/feb/16/facebook-posts/no-biden-has-not-signed-45-capital-gains-tax-or-in/,"uary 16, 2021",Facebook posts,FALSE,fake
Says death reports in federal database show the fatal risk of COVID-19 vaccines.,https://www.politifact.com/factchecks/2021/feb/16/facebook-posts/says-death-reports-federal-database-show-fatal-ris/,"uary 16, 2021",Facebook posts,barely-true,fake
"“So California is requiring signature verification for Gavin Newsom’s recall, but didn’t require it for the mail in ballots.”",https://www.politifact.com/factchecks/2021/feb/16/kevin-sorbo/yes-california-requires-signature-verification-mai/,"uary 16, 2021",Kevin Sorbo,pants-fire,fake
"Says Joe Biden planned a winter storm as ""warfare, an attack on Texas by altering the jet stream.""",https://www.politifact.com/factchecks/2021/feb/16/facebook-posts/biden-did-not-plan-winter-storm-attack-texas/,"uary 16, 2021",Facebook posts,pants-fire,fake
“NASA admits that man-made climate change is a hoax!”,https://www.politifact.com/factchecks/2021/feb/16/viral-image/no-nasa-didnt-say-human-caused-climate-change-hoax/,"uary 16, 2021",Viral image,FALSE,fake
Ron Johnson didn’t “show up” for a day of impeachment hearings.,https://www.politifact.com/factchecks/2021/feb/16/mark-pocan/yes-ron-johnson-attended-impeachment-hearings/,"uary 16, 2021",Mark Pocan,pants-fire,fake
Photo shows the “USS Al Gore Global Warming Research Vessel” covered in ice.,https://www.politifact.com/factchecks/2021/feb/16/viral-image/no-photo-doesnt-show-frozen-uss-al-gore-global-war/,"uary 16, 2021",Viral image,FALSE,fake
Says Jan. 6 Capitol riot “didn’t seem like an armed insurrection.”,https://www.politifact.com/factchecks/2021/feb/15/ron-johnson/yes-jan-6-capitol-assault-was-armed-insurrection/,"uary 15, 2021",Ron Johnson,pants-fire,fake
Says Nabisco is closing plants in Georgia and New Jersey and “moving to Mexico” because of Biden’s election.,https://www.politifact.com/factchecks/2021/feb/15/facebook-posts/nabisco-plant-closures-arent-linked-biden-win-wont/,"uary 15, 2021",Facebook posts,FALSE,fake
Says Joe Biden’s order stopping the Keystone pipeline “made oil more expensive for us to use.”,https://www.politifact.com/factchecks/2021/feb/15/facebook-posts/keystone-xl-suspension-probably-wont-boost-oil-pri/,"uary 15, 2021",Facebook posts,barely-true,fake
"“You may not have stayed in a hotel in the past year, but illegals arriving since Biden’s inauguration, they get to stay free of charge.”",https://www.politifact.com/factchecks/2021/feb/15/laura-ingraham/fact-checking-laura-ingrahams-claim-about-immigran/,"uary 15, 2021",Laura Ingraham,barely-true,fake
"After the Capitol insurrection, “one of the first people arrested was a leader of antifa.""",https://www.politifact.com/factchecks/2021/feb/12/michael-van-der-veen/trump-impeachment-defense-lawyer-wrongly-singles-o/,"uary 12, 2021",Michael van der Veen,barely-true,fake
Says Joe Biden “is trying to shut FL’s border.”,https://www.politifact.com/factchecks/2021/feb/12/ron-desantis/no-indication-biden-administration-planning-shut-d/,"uary 12, 2021",Ron DeSantis,FALSE,fake
“Innocent lives will be saved” by ending taxpayer funding of Planned Parenthood.,https://www.politifact.com/factchecks/2021/feb/12/greg-abbott/medicaid-not-directly-linked-abortions-texas/,"uary 12, 2021",Greg Abbott,FALSE,fake
November election data shows a “stunning anomaly in the rejection rate of absentee ballots.”,https://www.politifact.com/factchecks/2021/feb/12/dan-odonnell/no-absentee-rejection-rate-november-was-not-stunni/,"uary 12, 2021",Dan O'Donnell,FALSE,fake
